ID,Subject Code,Subject Name,Grade,Credits
23031A0101,R2331011,DESIGN AND DRAWING OF REINFORCED CONCRET,C,3
23031A0101,R2331012,ENGINEERING HYDROLOGY,E,3
23031A0101,R2331013,GEOTECHNICAL ENGINEERING-I,C,3
23031A0101,R2331014,GEOTECHNICAL ENGINEERING LAB,S,1.5
23031A0101,R2331015,FLUID MECHANICS & HYDRAULIC MACHINES LAB,A,1.5
23031A0101,R2331016,ESTIMATION SPECIFICATIONS & CONTRACTS,S,2
23031A0101,R2331017,TINKERING LAB,A,1
23031A0101,R2331018,EVALUATION OF COMMUNITY SERVICE INTERNSH,S,2
23031A0101,R233101C,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,D,3
23031A0101,R233102D,RENEWABLE ENERGY SOURCES,D,3
23031A0102,R2331011,DESIGN AND DRAWING OF REINFORCED CONCRET,F,0
23031A0102,R2331012,ENGINEERING HYDROLOGY,E,3
23031A0102,R2331013,GEOTECHNICAL ENGINEERING-I,F,0
23031A0102,R2331014,GEOTECHNICAL ENGINEERING LAB,S,1.5
23031A0102,R2331015,FLUID MECHANICS & HYDRAULIC MACHINES LAB,B,1.5
23031A0102,R2331016,ESTIMATION SPECIFICATIONS & CONTRACTS,A,2
23031A0102,R2331017,TINKERING LAB,A,1
23031A0102,R2331018,EVALUATION OF COMMUNITY SERVICE INTERNSH,A,2
23031A0102,R233101C,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,E,3
23031A0102,R233102D,RENEWABLE ENERGY SOURCES,D,3
23031A0103,R2331011,DESIGN AND DRAWING OF REINFORCED CONCRET,C,3
23031A0103,R2331012,ENGINEERING HYDROLOGY,C,3
23031A0103,R2331013,GEOTECHNICAL ENGINEERING-I,D,3
23031A0103,R2331014,GEOTECHNICAL ENGINEERING LAB,S,1.5
23031A0103,R2331015,FLUID MECHANICS & HYDRAULIC MACHINES LAB,A,1.5
23031A0103,R2331016,ESTIMATION SPECIFICATIONS & CONTRACTS,A,2
23031A0103,R2331017,TINKERING LAB,B,1
23031A0103,R2331018,EVALUATION OF COMMUNITY SERVICE INTERNSH,S,2
23031A0103,R233101C,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,D,3
23031A0103,R233102D,RENEWABLE ENERGY SOURCES,C,3
23031A0104,R2331011,DESIGN AND DRAWING OF REINFORCED CONCRET,E,3
23031A0104,R2331012,ENGINEERING HYDROLOGY,E,3
23031A0104,R2331013,GEOTECHNICAL ENGINEERING-I,E,3
23031A0104,R2331014,GEOTECHNICAL ENGINEERING LAB,S,1.5
23031A0104,R2331015,FLUID MECHANICS & HYDRAULIC MACHINES LAB,B,1.5
23031A0104,R2331016,ESTIMATION SPECIFICATIONS & CONTRACTS,A,2
23031A0104,R2331017,TINKERING LAB,D,1
23031A0104,R2331018,EVALUATION OF COMMUNITY SERVICE INTERNSH,A,2
23031A0104,R233101C,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,E,3
23031A0104,R233102D,RENEWABLE ENERGY SOURCES,D,3
23031A0106,R2331011,DESIGN AND DRAWING OF REINFORCED CONCRET,B,3
23031A0106,R2331012,ENGINEERING HYDROLOGY,A,3
23031A0106,R2331013,GEOTECHNICAL ENGINEERING-I,C,3
23031A0106,R2331014,GEOTECHNICAL ENGINEERING LAB,S,1.5
23031A0106,R2331015,FLUID MECHANICS & HYDRAULIC MACHINES LAB,S,1.5
23031A0106,R2331016,ESTIMATION SPECIFICATIONS & CONTRACTS,S,2
23031A0106,R2331017,TINKERING LAB,A,1
23031A0106,R2331018,EVALUATION OF COMMUNITY SERVICE INTERNSH,S,2
23031A0106,R233101C,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,B,3
23031A0106,R233102D,RENEWABLE ENERGY SOURCES,C,3
23031A0107,R2331011,DESIGN AND DRAWING OF REINFORCED CONCRET,C,3
23031A0107,R2331012,ENGINEERING HYDROLOGY,D,3
23031A0107,R2331013,GEOTECHNICAL ENGINEERING-I,D,3
23031A0107,R2331014,GEOTECHNICAL ENGINEERING LAB,S,1.5
