ID,SGPA_3,Credits_3
24031A0101,0.0,17.0
24031A0102,0.0,8.0
24031A0103,8.07,20.0
24031A0104,6.45,20.0
24031A0105,0.0,17.0
24031A0106,6.75,20.0
24031A0108,6.0,20.0
24031A0109,0.0,14.0
24031A0111,0.0,17.0
24031A0112,7.75,20.0
24031A0113,0.0,11.0
24031A0115,0.0,8.0
24031A0116,6.6,20.0
24031A0117,8.57,20.0
24031A0118,0.0,11.0
24031A0119,0.0,14.0
24031A0120,0.0,14.0
24031A0121,0.0,11.0
24031A0123,7.22,20.0
24031A0125,0.0,14.0
24031A0126,0.0,17.0
24031A0128,0.0,17.0
24031A0129,6.52,20.0
24031A0130,0.0,17.0
24031A0131,0.0,0.0
24031A0132,6.82,20.0
24031A0133,0.0,14.0
24031A0134,0.0,14.0
24031A0135,6.82,20.0
24031A0136,7.72,20.0
24031A0137,6.52,20.0
24031A0201,0.0,17.0
24031A0202,0.0,3.5
24031A0203,6.7,20.0
24031A0204,0.0,17.0
24031A0205,0.0,17.0
24031A0206,0.0,17.0
24031A0207,6.88,20.0
24031A0208,0.0,17.0
24031A0209,0.0,11.0
24031A0210,5.9,20.0
24031A0213,0.0,17.0
24031A0214,0.0,18.5
24031A0215,5.98,20.0
24031A0216,0.0,18.5
24031A0218,0.0,8.0
24031A0219,0.0,17.0
24031A0220,7.65,20.0
24031A0221,0.0,18.5
24031A0222,7.28,20.0
24031A0223,7.6,20.0
24031A0224,6.68,20.0
24031A0226,7.2,20.0
24031A0227,0.0,17.0
24031A0228,6.52,20.0
24031A0229,8.25,20.0
24031A0230,0.0,17.0
24031A0231,7.32,20.0
24031A0232,0.0,17.0
24031A0234,6.45,20.0
24031A0235,0.0,15.5
24031A0236,7.88,20.0
24031A0237,0.0,12.5
24031A0239,6.35,20.0
24031A0240,6.72,20.0
24031A0241,8.18,20.0
24031A0242,7.15,20.0
24031A0243,6.28,20.0
24031A0244,0.0,12.5
24031A0245,6.48,20.0
24031A0246,0.0,9.0
24031A0247,7.5,20.0
24031A0248,0.0,5.0
24031A0249,0.0,0.0
24031A0250,7.22,20.0
24031A0251,0.0,17.0
24031A0252,6.35,20.0
24031A0254,0.0,14.0
24031A0255,6.9,20.0
24031A0256,0.0,17.0
24031A0302,7.0,20.0
24031A0303,0.0,9.0
24031A0304,7.75,20.0
24031A0305,8.5,20.0
24031A0306,0.0,17.0
24031A0307,8.25,20.0
24031A0308,0.0,18.0
24031A0309,6.12,20.0
24031A0310,0.0,17.0
24031A0311,8.1,20.0
24031A0312,6.82,20.0
24031A0313,0.0,14.0
24031A0314,0.0,18.0
24031A0315,0.0,17.0
24031A0316,8.15,20.0
24031A0317,0.0,12.0
24031A0318,0.0,16.0
24031A0319,0.0,12.0
24031A0320,0.0,13.0
24031A0321,8.15,20.0
24031A0322,0.0,13.0
24031A0323,0.0,15.0
24031A0324,7.08,20.0
24031A0325,8.35,20.0
24031A0327,0.0,17.0
24031A0330,7.25,20.0
24031A0332,0.0,13.0
24031A0334,0.0,15.0
24031A0335,0.0,10.0
24031A0336,0.0,17.0
24031A0337,0.0,17.0
24031A0338,0.0,17.0
24031A0341,0.0,7.0
24031A0342,0.0,12.0
24031A0343,0.0,15.0
24031A0344,6.8,20.0
24031A0345,0.0,18.0
24031A0346,7.25,20.0
24031A0347,0.0,17.0
24031A0401,0.0,15.5
24031A0402,7.28,20.0
24031A0403,0.0,17.0
24031A0404,7.5,20.0
24031A0405,8.28,20.0
24031A0406,6.82,20.0
24031A0407,7.42,20.0
24031A0408,8.18,20.0
24031A0409,6.65,20.0
24031A0410,6.82,20.0
24031A0411,8.12,20.0
24031A0412,8.12,20.0
24031A0413,7.2,20.0
24031A0414,0.0,14.0
24031A0415,6.98,20.0
24031A0416,8.8,20.0
24031A0418,0.0,17.0
24031A0419,8.57,20.0
24031A0420,8.1,20.0
24031A0421,8.18,20.0
24031A0422,8.18,20.0
24031A0423,6.22,20.0
24031A0425,8.5,20.0
24031A0426,7.8,20.0
24031A0427,6.38,20.0
24031A0428,7.12,20.0
24031A0429,7.12,20.0
24031A0430,0.0,17.0
24031A0431,7.05,20.0
24031A0432,8.18,20.0
24031A0433,7.98,20.0
24031A0434,8.93,20.0
24031A0435,6.75,20.0
24031A0436,0.0,14.0
24031A0437,7.65,20.0
24031A0438,9.55,20.0
24031A0439,6.78,20.0
24031A0440,6.38,20.0
24031A0441,8.57,20.0
24031A0442,7.68,20.0
24031A0443,0.0,17.0
24031A0444,7.2,20.0
24031A0445,7.88,20.0
24031A0446,9.02,20.0
24031A0447,0.0,17.0
24031A0448,7.22,20.0
24031A0449,8.7,20.0
24031A0450,7.65,20.0
24031A0451,6.72,20.0
24031A0452,6.68,20.0
24031A0453,7.38,20.0
24031A0454,8.72,20.0
24031A0455,6.52,20.0
24031A0456,6.82,20.0
24031A0457,7.9,20.0
24031A0458,6.3,20.0
24031A0459,7.98,20.0
24031A0501,7.3,20.0
24031A0502,0.0,17.0
24031A0503,0.0,17.0
24031A0504,7.45,20.0
24031A0505,0.0,14.0
24031A0506,7.5,20.0
24031A0507,8.12,20.0
24031A0508,7.75,20.0
24031A0509,6.85,20.0
24031A0510,0.0,17.0
24031A0511,7.98,20.0
24031A0512,7.6,20.0
24031A0513,8.35,20.0
24031A0514,0.0,17.0
24031A0515,8.05,20.0
24031A0517,7.08,20.0
24031A0518,7.9,20.0
24031A0519,0.0,17.0
24031A0520,7.08,20.0
24031A0521,8.57,20.0
24031A0522,8.12,20.0
24031A0523,8.05,20.0
24031A0524,7.98,20.0
24031A0525,7.22,20.0
24031A0526,8.12,20.0
24031A0528,7.68,20.0
24031A0531,7.52,20.0
24031A0534,0.0,17.0
24031A0535,8.78,20.0
24031A0536,7.82,20.0
24031A0537,7.72,20.0
24031A0538,0.0,11.0
24031A0539,8.25,20.0
24031A0540,8.35,20.0
24031A0541,8.25,20.0
24031A0542,7.82,20.0
24031A0543,0.0,14.0
24031A0544,8.65,20.0
24031A0545,7.0,20.0
24031A0546,7.8,20.0
24031A0547,9.25,20.0
24031A0548,6.75,20.0
24031A0549,8.2,20.0
24031A0550,8.5,20.0
24031A0551,7.5,20.0
24031A0552,7.65,20.0
24031A0553,7.2,20.0
24031A0554,0.0,17.0
25035A0101,9.4,20.0
25035A0102,8.2,20.0
25035A0103,7.75,20.0
25035A0104,7.08,20.0
25035A0105,8.65,20.0
25035A0106,7.75,20.0
25035A0107,8.02,20.0
25035A0108,6.68,20.0
25035A0109,7.42,20.0
25035A0110,7.72,20.0
25035A0111,6.9,20.0
25035A0112,6.35,20.0
25035A0113,8.05,20.0
25035A0114,7.8,20.0
25035A0115,7.68,20.0
25035A0116,7.28,20.0
25035A0117,7.95,20.0
25035A0118,0.0,14.0
25035A0119,7.1,20.0
25035A0120,8.1,20.0
25035A0121,7.28,20.0
25035A0122,7.05,20.0
25035A0123,0.0,17.0
25035A0124,0.0,17.0
25035A0125,6.9,20.0
25035A0126,7.08,20.0
25035A0127,6.75,20.0
25035A0128,7.38,20.0
25035A0129,7.45,20.0
25035A0130,8.65,20.0
25035A0202,6.45,20.0
25035A0203,7.25,20.0
25035A0204,7.2,20.0
25035A0205,0.0,17.0
25035A0206,5.98,20.0
25035A0207,7.02,20.0
25035A0208,6.22,20.0
25035A0209,0.0,0.0
25035A0210,8.02,20.0
25035A0211,7.12,20.0
25035A0212,6.5,20.0
25035A0213,8.02,20.0
25035A0214,0.0,0.0
25035A0301,6.58,20.0
25035A0302,7.08,20.0
25035A0303,7.45,20.0
25035A0304,0.0,18.0
25035A0305,6.95,20.0
25035A0306,0.0,17.0
25035A0307,7.2,20.0
25035A0308,8.1,20.0
25035A0309,6.78,20.0
25035A0310,6.85,20.0
25035A0311,6.9,20.0
25035A0312,7.1,20.0
25035A0313,0.0,18.0
25035A0314,7.35,20.0
25035A0315,0.0,14.0
25035A0316,6.5,20.0
25035A0317,0.0,15.0
25035A0318,7.35,20.0
25035A0319,6.95,20.0
25035A0320,7.35,20.0
25035A0401,8.95,20.0
25035A0402,7.3,20.0
25035A0403,7.82,20.0
25035A0404,6.7,20.0
25035A0405,0.0,17.0
25035A0406,7.9,20.0
25035A0407,8.28,20.0
25035A0408,7.28,20.0
25035A0409,6.9,20.0
25035A0410,6.25,20.0
25035A0411,9.02,20.0
25035A0412,8.28,20.0
25035A0501,9.4,20.0
25035A0502,8.02,20.0
25035A0503,7.6,20.0
