ID,Subject Code,Subject Name,Grade,Credits
21031A0101,R2021011,MATHEMATICS-III,ABSENT,0
21031A0105,R2021011,MATHEMATICS-III,F,0
21031A0105,R2021012,STRENGTH OF MATERIALS-I,F,0
21031A0105,R2021015,HIGHWAY ENGINEERING,F,0
21031A0108,R2021011,MATHEMATICS-III,F,0
21031A0111,R2021011,MATHEMATICS-III,F,0
21031A0112,R2021011,MATHEMATICS-III,F,0
21031A0113,R2021011,MATHEMATICS-III,F,0
21031A0116,R2021011,MATHEMATICS-III,F,0
21031A0116,R2021012,STRENGTH OF MATERIALS-I,F,0
21031A0116,R2021013,FLUID MECHANICS,F,0
21031A0116,R2021014,SURVEYING AND GEOMETRICS,F,0
21031A0120,R2021011,MATHEMATICS-III,F,0
21031A0123,R2021011,MATHEMATICS-III,F,0
21031A0127,R2021011,MATHEMATICS-III,F,0
21031A0128,R2021011,MATHEMATICS-III,F,0
21031A0128,R2021012,STRENGTH OF MATERIALS-I,ABSENT,0
21031A0128,R2021013,FLUID MECHANICS,ABSENT,0
21031A0128,R2021014,SURVEYING AND GEOMETRICS,ABSENT,0
21031A0128,R2021015,HIGHWAY ENGINEERING,ABSENT,0
21031A0131,R2021011,MATHEMATICS-III,F,0
21031A0131,R2021014,SURVEYING AND GEOMETRICS,E,3
21031A0133,R2021011,MATHEMATICS-III,B,3
21031A0134,R2021011,MATHEMATICS-III,F,0
21031A0136,R2021011,MATHEMATICS-III,E,3
21031A0137,R2021011,MATHEMATICS-III,F,0
21031A0138,R2021011,MATHEMATICS-III,E,3
21031A0204,R2021022,ELECTRONIC DEVICES AND CIRCUITS,D,3
21031A0204,R2021024,DC MACHINES AND TRANSFORMERS,E,3
21031A0204,R2021025,ELECTRO MAGNETIC FIELDS,B,3
21031A0216,R2021022,ELECTRONIC DEVICES AND CIRCUITS,F,0
21031A0216,R2021024,DC MACHINES AND TRANSFORMERS,F,0
21031A0217,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,ABSENT,0
21031A0217,R2021026,ELECTRICAL CIRCUITS LAB,D,1.5
21031A0220,R2021021,MATHEMATICS-IV,F,0
21031A0220,R2021022,ELECTRONIC DEVICES AND CIRCUITS,ABSENT,0
21031A0220,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,ABSENT,0
21031A0220,R2021024,DC MACHINES AND TRANSFORMERS,ABSENT,0
21031A0220,R2021025,ELECTRO MAGNETIC FIELDS,ABSENT,0
21031A0220,R2021026,ELECTRICAL CIRCUITS LAB,C,1.5
21031A0229,R2021022,ELECTRONIC DEVICES AND CIRCUITS,C,3
21031A0302,R2021011,MATHEMATICS-III,F,0
21031A0302,R2021031,MECHANICS OF SOLIDS,D,3
21031A0302,R2021034,KINEMATICS OF MACHINERY,F,0
21031A0305,R2021011,MATHEMATICS-III,F,0
21031A0309,R2021011,MATHEMATICS-III,E,3
21031A0311,R2021011,MATHEMATICS-III,F,0
21031A0314,R2021011,MATHEMATICS-III,F,0
21031A0314,R2021031,MECHANICS OF SOLIDS,E,3
21031A0314,R2021034,KINEMATICS OF MACHINERY,F,0
21031A0315,R2021011,MATHEMATICS-III,F,0
21031A0316,R2021011,MATHEMATICS-III,E,3
21031A0317,R2021011,MATHEMATICS-III,F,0
21031A0317,R2021034,KINEMATICS OF MACHINERY,E,3
21031A0319,R2021011,MATHEMATICS-III,F,0
21031A0319,R2021031,MECHANICS OF SOLIDS,D,3
21031A0322,R2021011,MATHEMATICS-III,F,0
21031A0324,R2021011,MATHEMATICS-III,E,3
21031A0325,R2021011,MATHEMATICS-III,F,0
21031A0326,R2021011,MATHEMATICS-III,F,0
21031A0326,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,F,0
21031A0326,R2021034,KINEMATICS OF MACHINERY,F,0
21031A0330,R2021011,MATHEMATICS-III,F,0
21031A0330,R2021034,KINEMATICS OF MACHINERY,E,3
21031A0402,R2021011,MATHEMATICS-III,E,3
21031A0403,R2021011,MATHEMATICS-III,D,3
21031A0405,R2021043,SIGNALS AND SYSTEMS,F,0
21031A0406,R2021011,MATHEMATICS-III,E,3
21031A0414,R2021011,MATHEMATICS-III,F,0
21031A0416,R2021011,MATHEMATICS-III,D,3
21031A0418,R2021043,SIGNALS AND SYSTEMS,E,3
21031A0418,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,F,0
21031A0428,R2021011,MATHEMATICS-III,F,0
21031A0428,R2021041,ELECTRONIC DEVICES AND CIRCUITS,F,0
21031A0428,R2021043,SIGNALS AND SYSTEMS,F,0
21031A0428,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,F,0
21031A0434,R2021041,ELECTRONIC DEVICES AND CIRCUITS,ABSENT,0
21031A0448,R2021011,MATHEMATICS-III,D,3
21031A0460,R2021011,MATHEMATICS-III,F,0
21031A0461,R2021011,MATHEMATICS-III,D,3
21031A0501,R2021011,MATHEMATICS-III,F,0
21031A0504,R2021053,SOFTWARE ENGINEERING,D,3
21031A0510,R2021011,MATHEMATICS-III,F,0
21031A0510,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,F,0
21031A0525,R2021051,OBJECT ORIENTED PROGRAMMING THROUGH C++,ABSENT,0
21031A0525,R2021053,SOFTWARE ENGINEERING,ABSENT,0
21031A0526,R2021011,MATHEMATICS-III,B,3
21031A0542,R2021011,MATHEMATICS-III,F,0
