ID,Subject Code,Subject Name,Grade,Credits
22031A0101,R204201P,PROJECT,A,8.0
22031A0102,R204201P,PROJECT,A+,8.0
22031A0104,R204201P,PROJECT,A+,8.0
22031A0105,R204201P,PROJECT,A,8.0
22031A0106,R204201P,PROJECT,A,8.0
22031A0107,R204201P,PROJECT,C,8.0
22031A0108,R204201P,PROJECT,A+,8.0
22031A0109,R204201P,PROJECT,A,8.0
22031A0110,R204201P,PROJECT,A+,8.0
22031A0112,R204201P,PROJECT,A,8.0
22031A0114,R204201P,PROJECT,D,8.0
22031A0115,R204201P,PROJECT,A,8.0
22031A0116,R204201P,PROJECT,A,8.0
22031A0117,R204201P,PROJECT,A,8.0
23035A0101,R204201P,PROJECT,A+,8.0
23035A0102,R204201P,PROJECT,A+,8.0
23035A0103,R204201P,PROJECT,A+,8.0
23035A0104,R204201P,PROJECT,A+,8.0
23035A0105,R204201P,PROJECT,A+,8.0
23035A0106,R204201P,PROJECT,A+,8.0
23035A0107,R204201P,PROJECT,A,8.0
23035A0108,R204201P,PROJECT,A,8.0
23035A0109,R204201P,PROJECT,A,8.0
23035A0110,R204201P,PROJECT,A,8.0
23035A0111,R204201P,PROJECT,A+,8.0
23035A0112,R204201P,PROJECT,A,8.0
23035A0113,R204201P,PROJECT,A,8.0
23035A0114,R204201P,PROJECT,A+,8.0
23035A0115,R204201P,PROJECT,A,8.0
23035A0116,R204201P,PROJECT,A,8.0
23035A0117,R204201P,PROJECT,A,8.0
23035A0118,R204201P,PROJECT,A,8.0
23035A0119,R204201P,PROJECT,A+,8.0
23035A0120,R204201P,PROJECT,A,8.0
23035A0121,R204201P,PROJECT,B,8.0
23035A0122,R204201P,PROJECT,A+,8.0
23035A0123,R204201P,PROJECT,A,8.0
23035A0124,R204201P,PROJECT,A+,8.0
23035A0125,R204201P,PROJECT,A,8.0
23035A0127,R204201P,PROJECT,A,8.0
23035A0128,R204201P,PROJECT,A,8.0
23035A0129,R204201P,PROJECT,B,8.0
23035A0130,R204201P,PROJECT,A+,8.0
23035A0131,R204201P,PROJECT,A,8.0
23035A0132,R204201P,PROJECT,A,8.0
23035A0133,R204201P,PROJECT,A,8.0
23035A0134,R204201P,PROJECT,A,8.0
23035A0136,R204201P,PROJECT,A,8.0
23035A0137,R204201P,PROJECT,A,8.0
23035A0138,R204201P,PROJECT,A+,8.0
23035A0139,R204201P,PROJECT,A,8.0
23035A0140,R204201P,PROJECT,A,8.0
23035A0141,R204201P,PROJECT,A+,8.0
23035A0142,R204201P,PROJECT,A,8.0
23035A0144,R204201P,PROJECT,A+,8.0
22031A0201,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
22031A0202,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
22031A0203,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A,8.0
22031A0205,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
22031A0207,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
22031A0208,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
22031A0210,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A,8.0
22031A0212,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
22031A0213,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
22031A0214,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
22031A0215,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
22031A0217,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
22031A0218,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
22031A0219,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
22031A0220,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
22031A0222,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
22031A0223,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
22031A0224,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
22031A0225,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
22031A0226,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
22031A0227,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
22031A0228,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
23035A0201,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
23035A0202,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
23035A0203,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
23035A0204,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
23035A0205,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
23035A0206,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A,8.0
23035A0207,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
23035A0208,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
23035A0209,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
23035A0210,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
23035A0211,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
23035A0212,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
23035A0213,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
23035A0214,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
23035A0215,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
23035A0216,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
23035A0217,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
23035A0218,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
23035A0219,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
23035A0220,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
23035A0221,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
23035A0222,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
23035A0223,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
23035A0224,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
23035A0225,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
23035A0227,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
23035A0228,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
23035A0229,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
23035A0230,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
23035A0231,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
23035A0232,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
23035A0233,R204202P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
22031A0301,R204203P,PROJECT WORK,A+,8.0
22031A0303,R204203P,PROJECT WORK,A+,8.0
22031A0304,R204203P,PROJECT WORK,A+,8.0
22031A0305,R204203P,PROJECT WORK,A+,8.0
22031A0306,R204203P,PROJECT WORK,A+,8.0
22031A0307,R204203P,PROJECT WORK,A+,8.0
22031A0308,R204203P,PROJECT WORK,A+,8.0
22031A0309,R204203P,PROJECT WORK,A+,8.0
22031A0310,R204203P,PROJECT WORK,A+,8.0
22031A0311,R204203P,PROJECT WORK,A+,8.0
22031A0312,R204203P,PROJECT WORK,A+,8.0
22031A0313,R204203P,PROJECT WORK,A+,8.0
23035A0301,R204203P,PROJECT WORK,A+,8.0
23035A0302,R204203P,PROJECT WORK,A+,8.0
23035A0303,R204203P,PROJECT WORK,A+,8.0
23035A0304,R204203P,PROJECT WORK,A+,8.0
23035A0305,R204203P,PROJECT WORK,A+,8.0
23035A0306,R204203P,PROJECT WORK,A+,8.0
23035A0307,R204203P,PROJECT WORK,A+,8.0
23035A0308,R204203P,PROJECT WORK,A+,8.0
23035A0309,R204203P,PROJECT WORK,A+,8.0
23035A0310,R204203P,PROJECT WORK,A+,8.0
23035A0311,R204203P,PROJECT WORK,A+,8.0
23035A0312,R204203P,PROJECT WORK,A+,8.0
23035A0313,R204203P,PROJECT WORK,A+,8.0
23035A0314,R204203P,PROJECT WORK,A+,8.0
23035A0315,R204203P,PROJECT WORK,A+,8.0
23035A0316,R204203P,PROJECT WORK,A+,8.0
23035A0317,R204203P,PROJECT WORK,A+,8.0
23035A0318,R204203P,PROJECT WORK,A+,8.0
23035A0319,R204203P,PROJECT WORK,A+,8.0
23035A0320,R204203P,PROJECT WORK,A+,8.0
23035A0321,R204203P,PROJECT WORK,A+,8.0
23035A0322,R204203P,PROJECT WORK,A+,8.0
23035A0323,R204203P,PROJECT WORK,A+,8.0
23035A0324,R204203P,PROJECT WORK,A+,8.0
23035A0325,R204203P,PROJECT WORK,A+,8.0
23035A0326,R204203P,PROJECT WORK,A+,8.0
23035A0327,R204203P,PROJECT WORK,A+,8.0
23035A0328,R204203P,PROJECT WORK,A+,8.0
23035A0329,R204203P,PROJECT WORK,A+,8.0
23035A0331,R204203P,PROJECT WORK,A+,8.0
23035A0332,R204203P,PROJECT WORK,A+,8.0
23035A0333,R204203P,PROJECT WORK,A+,8.0
23035A0334,R204203P,PROJECT WORK,A+,8.0
23035A0335,R204203P,PROJECT WORK,A+,8.0
23035A0336,R204203P,PROJECT WORK,A+,8.0
23035A0337,R204203P,PROJECT WORK,A+,8.0
23035A0338,R204203P,PROJECT WORK,A+,8.0
23035A0339,R204203P,PROJECT WORK,A+,8.0
23035A0340,R204203P,PROJECT WORK,A+,8.0
23035A0341,R204203P,PROJECT WORK,A+,8.0
23035A0342,R204203P,PROJECT WORK,A+,8.0
23035A0343,R204203P,PROJECT WORK,A+,8.0
23035A0344,R204203P,PROJECT WORK,A+,8.0
23035A0345,R204203P,PROJECT WORK,A+,8.0
23035A0346,R204203P,PROJECT WORK,A+,8.0
23035A0347,R204203P,PROJECT WORK,A+,8.0
22031A0401,R204204P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
22031A0402,R204204P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
22031A0403,R204204P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
22031A0404,R204204P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
22031A0405,R204204P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
22031A0406,R204204P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
22031A0408,R204204P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
22031A0409,R204204P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
22031A0410,R204204P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
22031A0412,R204204P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
22031A0413,R204204P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
22031A0415,R204204P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
22031A0416,R204204P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
22031A0417,R204204P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
22031A0418,R204204P,PROJECT WORK/SEMINAR & INTERNSHIP IN INDUSTRY,A+,8.0
