ID,SGPA_8,Credits_8
22031A0101,9.0,8.0
22031A0102,10.0,8.0
22031A0104,10.0,8.0
22031A0105,9.0,8.0
22031A0106,9.0,8.0
22031A0107,7.0,8.0
22031A0108,10.0,8.0
22031A0109,9.0,8.0
22031A0110,10.0,8.0
22031A0112,9.0,8.0
22031A0114,6.0,8.0
22031A0115,9.0,8.0
22031A0116,9.0,8.0
22031A0117,9.0,8.0
22031A0201,10.0,8.0
22031A0202,10.0,8.0
22031A0203,9.0,8.0
22031A0205,10.0,8.0
22031A0207,10.0,8.0
22031A0208,10.0,8.0
22031A0210,9.0,8.0
22031A0212,10.0,8.0
22031A0213,10.0,8.0
22031A0214,10.0,8.0
22031A0215,10.0,8.0
22031A0217,10.0,8.0
22031A0218,10.0,8.0
22031A0219,10.0,8.0
22031A0220,10.0,8.0
22031A0222,10.0,8.0
22031A0223,10.0,8.0
22031A0224,10.0,8.0
22031A0225,10.0,8.0
22031A0226,10.0,8.0
22031A0227,10.0,8.0
22031A0228,10.0,8.0
22031A0301,10.0,8.0
22031A0303,10.0,8.0
22031A0304,10.0,8.0
22031A0305,10.0,8.0
22031A0306,10.0,8.0
22031A0307,10.0,8.0
22031A0308,10.0,8.0
22031A0309,10.0,8.0
22031A0310,10.0,8.0
22031A0311,10.0,8.0
22031A0312,10.0,8.0
22031A0313,10.0,8.0
22031A0401,10.0,8.0
22031A0402,10.0,8.0
22031A0403,10.0,8.0
22031A0404,10.0,8.0
22031A0405,10.0,8.0
22031A0406,10.0,8.0
22031A0408,10.0,8.0
22031A0409,10.0,8.0
22031A0410,10.0,8.0
22031A0412,10.0,8.0
22031A0413,10.0,8.0
22031A0415,10.0,8.0
22031A0416,10.0,8.0
22031A0417,10.0,8.0
22031A0418,10.0,8.0
22031A0419,10.0,8.0
22031A0420,10.0,8.0
22031A0421,10.0,8.0
22031A0422,10.0,8.0
22031A0423,10.0,8.0
22031A0424,10.0,8.0
22031A0425,10.0,8.0
22031A0426,10.0,8.0
22031A0427,10.0,8.0
22031A0428,10.0,8.0
22031A0429,10.0,8.0
22031A0430,10.0,8.0
22031A0431,10.0,8.0
22031A0432,10.0,8.0
22031A0433,10.0,8.0
22031A0434,10.0,8.0
22031A0435,10.0,8.0
22031A0436,10.0,8.0
22031A0437,10.0,8.0
22031A0438,10.0,8.0
22031A0439,10.0,8.0
22031A0440,10.0,8.0
22031A0441,10.0,8.0
22031A0442,10.0,8.0
22031A0443,10.0,8.0
22031A0444,10.0,8.0
22031A0445,10.0,8.0
22031A0446,10.0,8.0
22031A0447,10.0,8.0
22031A0448,10.0,8.0
22031A0449,10.0,8.0
22031A0450,10.0,8.0
22031A0452,10.0,8.0
22031A0453,10.0,8.0
22031A0454,10.0,8.0
22031A0455,10.0,8.0
22031A0456,10.0,8.0
22031A0457,10.0,8.0
22031A0458,10.0,8.0
22031A0460,10.0,8.0
22031A0501,10.0,8.0
22031A0502,9.0,8.0
22031A0503,10.0,8.0
22031A0504,10.0,8.0
22031A0505,10.0,8.0
22031A0506,10.0,8.0
22031A0507,10.0,8.0
22031A0508,10.0,8.0
22031A0509,10.0,8.0
22031A0510,10.0,8.0
22031A0511,10.0,8.0
22031A0512,10.0,8.0
22031A0513,10.0,8.0
22031A0514,9.0,8.0
22031A0515,10.0,8.0
22031A0516,10.0,8.0
22031A0517,10.0,8.0
22031A0518,10.0,8.0
22031A0519,10.0,8.0
22031A0521,10.0,8.0
22031A0522,10.0,8.0
22031A0523,10.0,8.0
22031A0524,10.0,8.0
22031A0525,9.0,8.0
22031A0526,9.0,8.0
22031A0527,10.0,8.0
22031A0528,10.0,8.0
22031A0529,10.0,8.0
22031A0530,10.0,8.0
22031A0531,10.0,8.0
22031A0532,10.0,8.0
22031A0533,10.0,8.0
22031A0534,10.0,8.0
22031A0535,10.0,8.0
22031A0536,10.0,8.0
22031A0537,10.0,8.0
22031A0538,9.0,8.0
22031A0539,10.0,8.0
22031A0541,10.0,8.0
22031A0542,10.0,8.0
22031A0543,10.0,8.0
22031A0544,10.0,8.0
22031A0545,10.0,8.0
22031A0546,10.0,8.0
22031A0547,10.0,8.0
22031A0548,10.0,8.0
22031A0549,10.0,8.0
22031A0550,10.0,8.0
22031A0551,10.0,8.0
22031A0552,10.0,8.0
22031A0553,10.0,8.0
22031A0554,10.0,8.0
22031A0555,10.0,8.0
22031A0556,9.0,8.0
22031A0557,10.0,8.0
22031A0558,10.0,8.0
23035A0101,10.0,8.0
23035A0102,10.0,8.0
23035A0103,10.0,8.0
23035A0104,10.0,8.0
23035A0105,10.0,8.0
23035A0106,10.0,8.0
23035A0107,9.0,8.0
23035A0108,9.0,8.0
23035A0109,9.0,8.0
23035A0110,9.0,8.0
23035A0111,10.0,8.0
23035A0112,9.0,8.0
23035A0113,9.0,8.0
23035A0114,10.0,8.0
23035A0115,9.0,8.0
23035A0116,9.0,8.0
23035A0117,9.0,8.0
23035A0118,9.0,8.0
23035A0119,10.0,8.0
23035A0120,9.0,8.0
23035A0121,8.0,8.0
23035A0122,10.0,8.0
23035A0123,9.0,8.0
23035A0124,10.0,8.0
23035A0125,9.0,8.0
23035A0127,9.0,8.0
23035A0128,9.0,8.0
23035A0129,8.0,8.0
23035A0130,10.0,8.0
23035A0131,9.0,8.0
23035A0132,9.0,8.0
23035A0133,9.0,8.0
23035A0134,9.0,8.0
23035A0136,9.0,8.0
23035A0137,9.0,8.0
23035A0138,10.0,8.0
23035A0139,9.0,8.0
23035A0140,9.0,8.0
