ID,Subject Code,Subject Name,Grade,Credits
22031A0101,R201202,ENGINEERING CHEMISTRY,E,3
22031A0102,R201204,PROGRAMMING FOR PROBLEM SOLVING USING C,E,3
22031A0105,R201202,ENGINEERING CHEMISTRY,F,0
22031A0105,R201204,PROGRAMMING FOR PROBLEM SOLVING USING C,D,3
22031A0107,R201204,PROGRAMMING FOR PROBLEM SOLVING USING C,C,3
22031A0108,R201202,ENGINEERING CHEMISTRY,F,0
22031A0110,R201202,ENGINEERING CHEMISTRY,E,3
22031A0110,R201204,PROGRAMMING FOR PROBLEM SOLVING USING C,D,3
22031A0112,R201203,ENGINEERING MECHANICS,F,0
22031A0112,R201204,PROGRAMMING FOR PROBLEM SOLVING USING C,F,0
22031A0115,R201202,ENGINEERING CHEMISTRY,F,0
22031A0115,R201203,ENGINEERING MECHANICS,F,0
22031A0116,R201202,ENGINEERING CHEMISTRY,F,0
22031A0117,R201201,MATHEMATICS-II,ABSENT,0
22031A0117,R201202,ENGINEERING CHEMISTRY,F,0
22031A0202,R201206,MATHEMATICS-III,E,3
22031A0202,R201209,ELECTRICAL CIRCUIT ANALYSIS-I,F,0
22031A0205,R201206,MATHEMATICS-III,F,0
22031A0205,R201207,APPLIED PHYSICS,F,0
22031A0207,R201206,MATHEMATICS-III,ABSENT,0
22031A0208,R201207,APPLIED PHYSICS,F,0
22031A0210,R201206,MATHEMATICS-III,F,0
22031A0210,R201207,APPLIED PHYSICS,ABSENT,0
22031A0210,R201209,ELECTRICAL CIRCUIT ANALYSIS-I,ABSENT,0
22031A0219,R201207,APPLIED PHYSICS,F,0
22031A0219,R201209,ELECTRICAL CIRCUIT ANALYSIS-I,F,0
22031A0223,R201206,MATHEMATICS-III,F,0
22031A0223,R201207,APPLIED PHYSICS,F,0
22031A0223,R201209,ELECTRICAL CIRCUIT ANALYSIS-I,E,3
22031A0224,R201209,ELECTRICAL CIRCUIT ANALYSIS-I,F,0
22031A0227,R201206,MATHEMATICS-III,F,0
22031A0227,R201207,APPLIED PHYSICS,F,0
22031A0227,R201209,ELECTRICAL CIRCUIT ANALYSIS-I,F,0
22031A0227,R201227,BASIC CIVIL AND MECHANICAL ENGINEERING,E,3
22031A0229,R201206,MATHEMATICS-III,F,0
22031A0229,R201207,APPLIED PHYSICS,F,0
22031A0229,R201209,ELECTRICAL CIRCUIT ANALYSIS-I,F,0
22031A0305,R201202,ENGINEERING CHEMISTRY,E,3
22031A0306,R201202,ENGINEERING CHEMISTRY,F,0
22031A0306,R201254,THERMODYNAMICS,E,3
22031A0312,R201202,ENGINEERING CHEMISTRY,E,3
22031A0402,R201207,APPLIED PHYSICS,F,0
22031A0402,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,F,0
22031A0402,R201213,NETWORK ANALYSIS,F,0
Htno,Subcode,Subname,Grade,Credits
22031A0405,R201207,APPLIED PHYSICS,F,0
22031A0405,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,F,0
22031A0413,R201207,APPLIED PHYSICS,F,0
22031A0417,R201201,MATHEMATICS-II,E,3
22031A0417,R201207,APPLIED PHYSICS,F,0
22031A0417,R201213,NETWORK ANALYSIS,ABSENT,0
22031A0417,R201214,BASIC ELECTRICAL ENGINEERING,F,0
22031A0418,R201207,APPLIED PHYSICS,E,3
22031A0424,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,E,3
22031A0431,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,E,3
22031A0431,R201213,NETWORK ANALYSIS,F,0
22031A0439,R201201,MATHEMATICS-II,F,0
22031A0439,R201207,APPLIED PHYSICS,F,0
22031A0439,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,F,0
22031A0439,R201213,NETWORK ANALYSIS,F,0
22031A0441,R201207,APPLIED PHYSICS,F,0
22031A0458,R201207,APPLIED PHYSICS,F,0
22031A0459,R201207,APPLIED PHYSICS,F,0
22031A0459,R201213,NETWORK ANALYSIS,F,0
22031A0514,R201201,MATHEMATICS-II,ABSENT,0
22031A0514,R201215,APPLIED CHEMISTRY,ABSENT,0
22031A0514,R201216,COMPUTER ORGANIZATION,F,0
22031A0514,R201218,DATA STRUCTURES,ABSENT,0
22031A0514,R201225,PYTHON PROGRAMMING,ABSENT,0
22031A0526,R201216,COMPUTER ORGANIZATION,ABSENT,0
22031A0538,R201216,COMPUTER ORGANIZATION,E,3
22031A0542,R201201,MATHEMATICS-II,ABSENT,0
22031A0542,R201225,PYTHON PROGRAMMING,F,0
22031A0553,R201201,MATHEMATICS-II,D,3
22031A0553,R201215,APPLIED CHEMISTRY,E,3
