ID,SGPA_4,Credits_4
23031A0101,6.79,21.0
23031A0102,0.0,15.0
23031A0103,6.88,21.0
23031A0104,0.0,15.0
23031A0105,0.0,15.0
23031A0106,7.52,21.0
23031A0107,6.64,21.0
23031A0108,6.98,21.0
23031A0109,6.52,21.0
23031A0110,7.95,21.0
23031A0111,0.0,18.0
23031A0112,0.0,12.0
23031A0113,7.95,21.0
23031A0114,0.0,18.0
23031A0115,6.86,21.0
23031A0116,0.0,15.0
23031A0117,6.43,21.0
23031A0118,0.0,12.0
23031A0120,7.4,21.0
23031A0121,7.86,21.0
23031A0122,7.74,21.0
23031A0123,6.88,21.0
23031A0124,0.0,15.0
23031A0125,0.0,15.0
23031A0126,7.55,21.0
23031A0127,7.79,21.0
23031A0128,0.0,18.0
23031A0129,7.21,21.0
23031A0130,0.0,15.0
23031A0201,6.64,21.0
23031A0202,6.57,21.0
23031A0203,6.17,21.0
23031A0205,7.31,21.0
23031A0206,7.55,21.0
23031A0207,6.55,21.0
23031A0208,6.26,21.0
23031A0209,6.36,21.0
23031A0210,7.19,21.0
23031A0211,8.29,21.0
23031A0212,6.95,21.0
23031A0213,7.33,21.0
23031A0214,6.48,21.0
23031A0215,7.05,21.0
23031A0216,6.48,21.0
23031A0217,6.07,21.0
23031A0218,6.12,21.0
23031A0219,0.0,12.0
23031A0220,0.0,18.0
23031A0221,6.45,21.0
23031A0222,0.0,18.0
23031A0223,7.19,21.0
23031A0224,6.98,21.0
23031A0225,7.29,21.0
23031A0226,7.48,21.0
23031A0227,0.0,19.0
23031A0228,7.19,21.0
23031A0229,6.5,21.0
23031A0230,0.0,18.0
23031A0231,8.24,21.0
23031A0232,0.0,18.0
23031A0233,6.5,21.0
23031A0234,6.6,21.0
23031A0235,7.19,21.0
23031A0237,7.0,21.0
23031A0238,0.0,18.0
23031A0240,0.0,18.0
23031A0241,7.62,21.0
23031A0242,0.0,18.0
23031A0243,7.33,21.0
23031A0244,7.02,21.0
23031A0245,6.38,21.0
23031A0246,0.0,15.0
23031A0247,0.0,15.0
23031A0248,7.45,21.0
23031A0301,6.93,21.0
23031A0303,6.76,21.0
23031A0304,0.0,18.0
23031A0305,0.0,12.0
23031A0306,0.0,7.0
23031A0307,0.0,18.0
23031A0308,0.0,18.0
23031A0309,6.74,21.0
23031A0310,0.0,15.0
23031A0312,6.31,21.0
23031A0313,0.0,15.0
23031A0314,0.0,15.0
23031A0315,6.45,21.0
23031A0317,6.31,21.0
23031A0318,0.0,18.0
23031A0319,0.0,18.0
23031A0320,0.0,15.0
23031A0321,7.26,21.0
23031A0322,6.86,21.0
23031A0324,7.81,21.0
23031A0325,7.81,21.0
23031A0326,6.4,21.0
23031A0327,7.19,21.0
23031A0328,6.69,21.0
23031A0329,0.0,18.0
23031A0330,6.81,21.0
23031A0331,0.0,18.0
23031A0332,0.0,15.0
23031A0401,0.0,18.0
23031A0402,8.1,21.0
23031A0403,6.45,21.0
23031A0404,7.07,21.0
23031A0405,6.14,21.0
23031A0406,7.36,21.0
23031A0407,6.29,21.0
23031A0408,0.0,18.0
23031A0409,6.17,21.0
23031A0410,6.05,21.0
23031A0411,7.43,21.0
23031A0412,6.14,21.0
23031A0413,0.0,15.0
23031A0414,6.76,21.0
23031A0415,8.24,21.0
23031A0416,7.19,21.0
23031A0418,6.74,21.0
23031A0419,0.0,15.0
23031A0421,6.38,21.0
23031A0422,5.74,21.0
23031A0423,6.6,21.0
23031A0424,0.0,18.0
23031A0425,0.0,12.0
23031A0426,6.0,21.0
23031A0428,7.14,21.0
23031A0429,7.71,21.0
23031A0430,7.5,21.0
23031A0431,0.0,18.0
23031A0432,6.12,21.0
23031A0433,7.4,21.0
23031A0434,7.62,21.0
23031A0435,7.55,21.0
23031A0437,6.0,21.0
23031A0438,7.36,21.0
23031A0439,7.14,21.0
23031A0440,7.29,21.0
23031A0441,0.0,18.0
23031A0442,7.02,21.0
23031A0443,6.05,21.0
23031A0444,7.83,21.0
23031A0445,7.93,21.0
23031A0446,7.02,21.0
23031A0447,7.9,21.0
23031A0448,6.36,21.0
23031A0449,7.4,21.0
23031A0450,8.52,21.0
23031A0451,0.0,18.0
23031A0452,5.98,21.0
23031A0453,7.67,21.0
23031A0454,7.83,21.0
23031A0455,6.21,21.0
23031A0456,7.83,21.0
23031A0457,8.24,21.0
23031A0458,0.0,15.0
23031A0459,6.36,21.0
23031A0501,7.26,21.0
23031A0502,7.38,21.0
23031A0503,6.88,21.0
23031A0504,9.67,21.0
23031A0505,6.33,21.0
23031A0506,0.0,18.0
23031A0508,7.14,21.0
23031A0509,6.19,21.0
23031A0510,6.55,21.0
23031A0511,7.24,21.0
23031A0512,7.17,21.0
23031A0513,7.9,21.0
23031A0514,7.69,21.0
23031A0515,8.57,21.0
23031A0516,8.98,21.0
23031A0517,6.67,21.0
23031A0518,7.02,21.0
23031A0519,7.95,21.0
23031A0520,6.48,21.0
23031A0521,8.02,21.0
23031A0522,7.88,21.0
23031A0523,0.0,18.0
23031A0524,8.95,21.0
23031A0525,8.48,21.0
23031A0526,8.57,21.0
23031A0527,7.71,21.0
23031A0529,8.1,21.0
23031A0530,9.24,21.0
23031A0531,8.38,21.0
23031A0532,9.0,21.0
23031A0533,6.45,21.0
23031A0534,7.74,21.0
23031A0535,7.0,21.0
23031A0536,7.0,21.0
23031A0537,8.57,21.0
23031A0538,8.83,21.0
23031A0539,7.81,21.0
23031A0540,7.19,21.0
23031A0541,8.88,21.0
23031A0543,9.12,21.0
23031A0544,7.24,21.0
23031A0545,8.05,21.0
23031A0546,8.55,21.0
23031A0547,7.48,21.0
23031A0548,8.81,21.0
23031A0549,8.36,21.0
23031A0550,7.6,21.0
23031A0551,7.79,21.0
23031A0552,6.57,21.0
23031A0553,8.9,21.0
23031A0554,7.83,21.0
24035A0101,7.14,21.0
24035A0102,7.86,21.0
24035A0103,7.83,21.0
24035A0104,8.81,21.0
24035A0105,8.07,21.0
24035A0106,7.88,21.0
24035A0107,8.21,21.0
24035A0108,8.29,21.0
24035A0109,7.52,21.0
24035A0110,7.9,21.0
24035A0111,9.05,21.0
24035A0112,7.26,21.0
24035A0113,7.55,21.0
24035A0114,7.33,21.0
24035A0115,7.67,21.0
24035A0116,8.74,21.0
24035A0117,8.26,21.0
24035A0118,0.0,18.0
24035A0119,7.55,21.0
24035A0120,8.14,21.0
24035A0122,8.12,21.0
24035A0123,6.69,21.0
24035A0124,0.0,18.0
24035A0125,8.29,21.0
24035A0126,7.57,21.0
24035A0127,8.95,21.0
24035A0128,7.86,21.0
24035A0129,8.57,21.0
24035A0131,8.05,21.0
24035A0132,8.26,21.0
24035A0133,6.48,21.0
24035A0134,8.83,21.0
24035A0135,7.4,21.0
24035A0137,0.0,18.0
24035A0201,7.67,21.0
24035A0202,6.62,21.0
24035A0203,7.55,21.0
24035A0204,8.0,21.0
24035A0205,6.93,21.0
24035A0206,6.62,21.0
24035A0207,7.88,21.0
24035A0208,7.62,21.0
24035A0209,7.19,21.0
24035A0210,7.86,21.0
24035A0212,7.88,21.0
24035A0213,7.24,21.0
24035A0214,6.55,21.0
24035A0215,7.05,21.0
24035A0216,8.19,21.0
24035A0217,8.02,21.0
24035A0218,8.74,21.0
24035A0219,7.74,21.0
24035A0221,7.45,21.0
24035A0301,8.38,21.0
24035A0302,7.31,21.0
24035A0303,6.5,21.0
24035A0304,0.0,18.0
24035A0305,0.0,18.0
24035A0306,0.0,18.0
24035A0307,8.05,21.0
24035A0308,7.71,21.0
24035A0309,8.14,21.0
24035A0310,6.38,21.0
24035A0311,7.26,21.0
24035A0312,7.52,21.0
24035A0313,8.24,21.0
24035A0314,7.17,21.0
24035A0315,7.24,21.0
24035A0316,7.62,21.0
24035A0317,7.86,21.0
24035A0318,0.0,18.0
24035A0319,6.6,21.0
24035A0320,7.71,21.0
24035A0321,6.57,21.0
24035A0322,6.67,21.0
24035A0323,8.38,21.0
24035A0324,8.14,21.0
24035A0325,7.55,21.0
24035A0326,6.98,21.0
24035A0327,7.43,21.0
24035A0328,7.38,21.0
24035A0329,7.05,21.0
24035A0330,7.07,21.0
24035A0332,7.76,21.0
24035A0333,7.43,21.0
24035A0334,8.1,21.0
24035A0335,7.38,21.0
24035A0336,7.4,21.0
24035A0401,7.4,21.0
24035A0402,8.38,21.0
24035A0403,7.76,21.0
24035A0404,8.43,21.0
24035A0405,6.29,21.0
24035A0406,6.83,21.0
24035A0407,7.33,21.0
24035A0408,7.71,21.0
24035A0409,8.02,21.0
24035A0410,7.83,21.0
24035A0411,6.45,21.0
24035A0412,8.76,21.0
24035A0413,8.05,21.0
24035A0501,8.38,21.0
24035A0502,8.33,21.0
24035A0503,8.29,21.0
24035A0504,8.76,21.0
24035A0505,8.48,21.0
24035A0506,9.02,21.0
24035A0507,7.55,21.0
24035A0508,8.29,21.0
24035A0509,7.52,21.0
24035A0510,7.9,21.0
24035A0511,8.14,21.0
24035A0512,8.14,21.0
24035A0513,8.52,21.0
24035A0514,6.48,21.0
24035A0515,8.76,21.0
24035A0516,6.24,21.0
