ID,SGPA_2,Credits_2
23031A0101,6.69,19.5
23031A0102,0.0,13.5
23031A0103,6.31,19.5
23031A0104,0.0,13.5
23031A0105,0.0,5.5
23031A0106,6.74,19.5
23031A0107,6.59,19.5
23031A0108,7.97,19.5
23031A0109,0.0,16.5
23031A0110,7.31,19.5
23031A0111,0.0,7.5
23031A0112,0.0,10.5
23031A0113,0.0,13.5
23031A0114,0.0,16.5
23031A0115,0.0,16.5
23031A0116,0.0,16.5
23031A0117,0.0,15.5
23031A0118,0.0,10.5
23031A0120,6.74,19.5
23031A0121,6.97,19.5
23031A0122,0.0,16.5
23031A0123,6.36,19.5
23031A0124,0.0,10.5
23031A0125,0.0,6.5
23031A0126,0.0,13.5
23031A0127,6.51,19.5
23031A0128,0.0,13.5
23031A0129,6.64,19.5
23031A0130,0.0,13.5
23031A0201,0.0,17.5
23031A0202,0.0,14.5
23031A0203,5.98,20.5
23031A0204,0.0,8.5
23031A0205,6.85,20.5
23031A0206,6.2,20.5
23031A0207,5.98,20.5
23031A0208,0.0,17.5
23031A0209,0.0,11.5
23031A0210,7.54,20.5
23031A0211,8.39,20.5
23031A0212,0.0,17.5
23031A0213,7.07,20.5
23031A0214,6.71,20.5
23031A0215,6.15,20.5
23031A0216,6.63,20.5
23031A0217,0.0,11.5
23031A0218,0.0,5.5
23031A0219,0.0,5.5
23031A0220,6.05,20.5
23031A0221,0.0,17.5
23031A0222,0.0,17.5
23031A0223,6.22,20.5
23031A0224,6.24,20.5
23031A0225,6.44,20.5
23031A0226,6.98,20.5
23031A0227,0.0,14.5
23031A0228,7.27,20.5
23031A0229,0.0,17.5
23031A0230,0.0,11.5
23031A0231,7.27,20.5
23031A0232,0.0,14.5
23031A0233,0.0,17.5
23031A0234,6.49,20.5
23031A0235,6.59,20.5
23031A0237,6.46,20.5
23031A0238,0.0,5.5
23031A0240,5.95,20.5
23031A0241,7.0,20.5
23031A0242,0.0,14.5
23031A0243,7.39,20.5
23031A0244,0.0,17.5
23031A0245,0.0,14.5
23031A0246,0.0,17.5
23031A0247,0.0,17.5
23031A0248,6.71,20.5
23031A0301,6.64,19.5
23031A0303,6.62,19.5
23031A0304,0.0,16.5
23031A0305,0.0,10.5
23031A0306,0.0,10.5
23031A0307,0.0,16.5
23031A0308,0.0,16.5
23031A0309,6.0,19.5
23031A0310,0.0,10.5
23031A0312,6.54,19.5
23031A0313,0.0,13.5
23031A0314,0.0,13.5
23031A0315,0.0,16.5
23031A0317,7.03,19.5
23031A0318,0.0,10.5
23031A0319,6.67,19.5
23031A0320,0.0,13.5
23031A0321,6.49,19.5
23031A0322,6.44,19.5
23031A0324,7.08,19.5
23031A0325,6.95,19.5
23031A0326,0.0,13.5
23031A0327,6.79,19.5
23031A0328,6.74,19.5
23031A0329,0.0,13.5
23031A0330,0.0,16.5
23031A0331,6.33,19.5
23031A0332,0.0,10.5
23031A0401,0.0,16.5
23031A0402,7.44,19.5
23031A0403,0.0,16.5
23031A0404,7.74,19.5
23031A0405,6.62,19.5
23031A0406,8.0,19.5
23031A0407,7.46,19.5
23031A0408,6.44,19.5
23031A0409,7.05,19.5
23031A0410,0.0,16.5
23031A0411,8.77,19.5
23031A0412,7.03,19.5
23031A0413,0.0,13.5
23031A0414,7.33,19.5
23031A0415,8.79,19.5
23031A0416,8.21,19.5
23031A0417,6.77,19.5
