ID,SGPA_1,Credits_1
23031A0101,5.98,20.5
23031A0102,0.0,8.5
23031A0103,6.51,20.5
23031A0104,0.0,17.5
23031A0105,0.0,5.5
23031A0106,0.0,17.5
23031A0107,6.49,20.5
23031A0108,6.9,20.5
23031A0109,5.83,20.5
23031A0110,7.1,20.5
23031A0111,0.0,11.5
23031A0112,6.0,20.5
23031A0113,7.44,20.5
23031A0114,0.0,14.5
23031A0115,0.0,17.5
23031A0116,0.0,14.5
23031A0117,0.0,17.5
23031A0118,0.0,8.5
23031A0119,0.0,14.5
23031A0120,6.73,20.5
23031A0121,6.85,20.5
23031A0122,6.34,20.5
23031A0123,6.73,20.5
23031A0124,0.0,11.5
23031A0125,0.0,5.5
23031A0126,0.0,14.5
23031A0127,7.17,20.5
23031A0128,0.0,14.5
23031A0129,7.0,20.5
23031A0130,0.0,14.5
23031A0201,6.85,19.5
23031A0202,0.0,16.5
23031A0203,6.41,19.5
23031A0204,0.0,7.5
23031A0205,8.08,19.5
23031A0206,6.77,19.5
23031A0207,6.23,19.5
23031A0208,0.0,16.5
23031A0209,0.0,16.5
23031A0210,8.05,19.5
23031A0211,8.49,19.5
23031A0212,6.67,19.5
23031A0213,7.44,19.5
23031A0214,7.18,19.5
23031A0215,7.0,19.5
23031A0216,6.33,19.5
23031A0217,0.0,16.5
23031A0218,6.28,19.5
23031A0219,0.0,9.5
23031A0220,0.0,16.5
23031A0221,0.0,13.5
23031A0222,0.0,16.5
23031A0223,6.9,19.5
23031A0224,7.85,19.5
23031A0225,7.18,19.5
23031A0226,7.49,19.5
23031A0227,0.0,15.5
23031A0228,7.36,19.5
23031A0229,7.18,19.5
23031A0230,0.0,16.5
23031A0231,8.62,19.5
23031A0232,0.0,16.5
23031A0233,6.46,19.5
23031A0234,6.26,19.5
23031A0235,6.69,19.5
23031A0237,6.64,19.5
23031A0238,0.0,16.5
23031A0240,7.31,19.5
23031A0241,7.21,19.5
23031A0242,6.41,19.5
23031A0243,7.51,19.5
23031A0244,6.28,19.5
23031A0245,0.0,16.5
23031A0246,0.0,18.5
23031A0247,0.0,16.5
23031A0248,6.77,19.5
23031A0301,6.41,20.5
23031A0302,0.0,17.5
23031A0303,7.0,20.5
23031A0304,0.0,17.5
23031A0305,0.0,5.5
23031A0306,0.0,5.5
23031A0307,6.44,20.5
23031A0308,0.0,14.5
23031A0309,0.0,17.5
23031A0310,5.95,20.5
23031A0311,0.0,4.0
23031A0312,0.0,17.5
