ID,SGPA_1,Credits_1
21031A0101,0.0,13.5
21031A0102,7.13,19.5
21031A0103,7.13,19.5
21031A0104,8.23,19.5
21031A0105,0.0,16.5
21031A0106,7.41,19.5
21031A0107,5.82,19.5
21031A0108,0.0,13.5
21031A0109,6.44,19.5
21031A0110,6.51,19.5
21031A0111,6.77,19.5
21031A0112,6.51,19.5
21031A0113,6.41,19.5
21031A0114,7.13,19.5
21031A0115,0.0,16.5
21031A0116,0.0,10.5
21031A0117,0.0,18.5
21031A0118,6.41,19.5
21031A0119,0.0,10.5
21031A0120,0.0,13.5
21031A0121,7.46,19.5
21031A0122,6.95,19.5
21031A0123,6.36,19.5
21031A0124,7.36,19.5
21031A0125,0.0,16.5
21031A0126,6.92,19.5
21031A0127,6.44,19.5
21031A0128,0.0,10.5
21031A0129,6.72,19.5
21031A0130,7.23,19.5
21031A0131,0.0,16.5
21031A0132,6.67,19.5
21031A0133,6.21,19.5
21031A0134,0.0,16.5
21031A0135,0.0,16.5
21031A0136,0.0,16.5
21031A0137,6.56,19.5
21031A0138,6.49,19.5
21031A0139,6.54,19.5
21031A0140,0.0,0.0
21031A0201,6.23,19.5
21031A0202,5.85,19.5
21031A0203,6.62,19.5
21031A0204,5.85,19.5
21031A0205,8.0,19.5
21031A0206,7.77,19.5
21031A0207,7.0,19.5
21031A0208,7.69,19.5
21031A0209,6.15,19.5
21031A0210,5.69,19.5
21031A0211,7.62,19.5
21031A0212,6.31,19.5
21031A0213,7.15,19.5
21031A0214,6.38,19.5
21031A0215,6.77,19.5
21031A0216,6.0,19.5
21031A0217,0.0,13.5
21031A0218,6.08,19.5
21031A0219,6.92,19.5
21031A0220,0.0,10.5
21031A0221,6.77,19.5
21031A0222,6.31,19.5
21031A0223,6.54,19.5
21031A0224,7.46,19.5
21031A0225,5.92,19.5
21031A0226,6.0,19.5
21031A0227,6.38,19.5
21031A0228,0.0,13.5
21031A0229,7.08,19.5
21031A0230,6.46,19.5
21031A0231,0.0,10.5
21031A0232,7.23,19.5
21031A0233,6.46,19.5
21031A0234,7.08,19.5
21031A0235,0.0,4.5
21031A0236,5.77,19.5
21031A0237,6.54,19.5
21031A0238,6.38,19.5
21031A0239,7.31,19.5
21031A0301,0.0,10.5
21031A0302,5.69,19.5
21031A0303,6.69,19.5
21031A0304,6.08,19.5
21031A0305,5.54,19.5
21031A0306,5.85,19.5
21031A0307,0.0,16.5
21031A0308,6.15,19.5
21031A0309,6.54,19.5
21031A0310,6.38,19.5
21031A0311,6.31,19.5
21031A0312,0.0,10.5
21031A0313,7.08,19.5
21031A0314,5.54,19.5
21031A0315,6.23,19.5
21031A0316,6.15,19.5
21031A0317,6.0,19.5
21031A0318,5.85,19.5
21031A0319,0.0,16.5
21031A0320,6.0,19.5
21031A0321,0.0,10.5
21031A0322,6.15,19.5
21031A0323,8.08,19.5
21031A0324,6.0,19.5
21031A0325,0.0,13.5
21031A0326,6.46,19.5
21031A0327,7.62,19.5
21031A0328,7.23,19.5
21031A0329,7.38,19.5
21031A0330,5.85,19.5
21031A0401,6.0,19.5
21031A0402,7.0,19.5
21031A0403,7.08,19.5
21031A0404,7.0,19.5
21031A0405,6.08,19.5
21031A0406,6.0,19.5
21031A0407,7.38,19.5
21031A0408,6.69,19.5
21031A0409,7.31,19.5
21031A0410,8.15,19.5
21031A0411,6.31,19.5
21031A0412,7.0,19.5
21031A0413,6.08,19.5
21031A0414,6.92,19.5
21031A0415,0.0,10.5
21031A0416,6.62,19.5
21031A0417,7.08,19.5
21031A0418,6.38,19.5
21031A0419,5.92,19.5
21031A0420,7.38,19.5
21031A0421,7.23,19.5
21031A0422,6.23,19.5
21031A0423,8.31,19.5
21031A0424,7.15,19.5
21031A0425,6.46,19.5
21031A0426,7.31,19.5
21031A0427,7.92,19.5
21031A0428,0.0,16.5
21031A0429,7.23,19.5
21031A0430,7.23,19.5
21031A0431,5.92,19.5
21031A0432,0.0,7.5
21031A0433,5.92,19.5
21031A0434,6.0,19.5
21031A0435,7.0,19.5
21031A0436,6.77,19.5
21031A0437,7.31,19.5
21031A0438,6.54,19.5
21031A0439,6.62,19.5
21031A0440,6.77,19.5
21031A0441,7.31,19.5
21031A0442,6.15,19.5
21031A0443,7.31,19.5
21031A0444,7.54,19.5
21031A0445,7.85,19.5
21031A0446,7.0,19.5
21031A0447,8.0,19.5
21031A0448,6.62,19.5
21031A0449,6.85,19.5
21031A0450,6.0,19.5
21031A0451,6.23,19.5
21031A0452,0.0,16.5
21031A0453,6.85,19.5
21031A0454,7.23,19.5
21031A0455,6.92,19.5
21031A0456,6.54,19.5
21031A0457,5.77,19.5
21031A0458,6.15,19.5
21031A0459,6.85,19.5
21031A0460,6.46,19.5
21031A0461,6.46,19.5
21031A0501,0.0,16.5
21031A0502,9.0,19.5
21031A0503,8.31,19.5
21031A0504,6.69,19.5
21031A0505,7.31,19.5
21031A0506,8.08,19.5
21031A0507,8.0,19.5
21031A0508,7.92,19.5
21031A0509,7.92,19.5
21031A0510,0.0,16.5
21031A0511,7.46,19.5
21031A0512,7.31,19.5
21031A0513,7.46,19.5
21031A0514,8.08,19.5
21031A0515,7.85,19.5
21031A0516,8.54,19.5
21031A0517,8.31,19.5
21031A0518,8.08,19.5
21031A0519,7.23,19.5
21031A0520,7.38,19.5
21031A0521,7.31,19.5
21031A0522,8.77,19.5
21031A0523,7.77,19.5
21031A0524,7.31,19.5
21031A0525,0.0,16.5
21031A0526,7.54,19.5
21031A0527,6.54,19.5
21031A0528,7.0,19.5
21031A0529,7.23,19.5
21031A0530,7.69,19.5
21031A0531,7.46,19.5
21031A0532,8.15,19.5
21031A0533,8.69,19.5
21031A0534,9.23,19.5
21031A0535,8.08,19.5
21031A0536,8.54,19.5
21031A0537,9.38,19.5
21031A0538,7.69,19.5
21031A0539,7.62,19.5
21031A0540,7.0,19.5
21031A0541,7.54,19.5
21031A0542,0.0,13.5
21031A0543,7.54,19.5
21031A0544,8.15,19.5
21031A0545,6.92,19.5
21031A0546,8.85,19.5
21031A0547,7.31,19.5
21031A0548,8.08,19.5
21031A0549,7.69,19.5
21031A0550,6.92,19.5
21031A0551,8.0,19.5
21031A0552,8.92,19.5
21031A0553,6.92,19.5
21031A0554,8.23,19.5
21031A0555,6.69,19.5
21031A0556,7.31,19.5
21031A0557,7.23,19.5
21031A0558,7.69,19.5
21031A0559,6.62,19.5
21031A0560,0.0,16.5
21031A0561,9.0,19.5
21031A0562,0.0,16.5
