ID,SGPA_7,Credits_7
21031A0101,0.0,20.0
21031A0102,7.78,23.0
21031A0103,7.13,23.0
21031A0104,8.67,24.0
21031A0105,6.35,23.0
21031A0106,7.13,23.0
21031A0107,7.45,20.0
21031A0108,6.48,23.0
21031A0109,6.61,23.0
21031A0110,6.61,23.0
21031A0111,7.65,23.0
21031A0112,6.61,23.0
21031A0113,7.13,23.0
21031A0114,6.74,23.0
21031A0115,6.74,23.0
21031A0116,0.0,20.0
21031A0117,7.13,23.0
21031A0118,7.65,23.0
21031A0119,0.0,17.0
21031A0120,6.61,23.0
21031A0121,7.78,23.0
21031A0122,7.52,23.0
21031A0123,7.26,23.0
21031A0124,7.52,23.0
21031A0126,7.0,23.0
21031A0127,7.0,23.0
21031A0129,7.39,23.0
21031A0130,7.52,23.0
21031A0131,6.87,23.0
21031A0132,6.74,23.0
21031A0133,7.39,23.0
21031A0134,6.61,23.0
21031A0135,6.87,23.0
21031A0136,6.48,23.0
21031A0137,7.3,23.0
21031A0138,7.91,23.0
21031A0139,7.17,23.0
21031A0201,0.0,0.0
21031A0202,7.22,23.0
21031A0203,6.57,23.0
21031A0204,6.78,23.0
21031A0205,7.57,23.0
21031A0206,8.3,23.0
21031A0207,7.26,23.0
21031A0208,7.7,23.0
21031A0209,6.74,23.0
21031A0210,6.7,23.0
21031A0211,7.57,23.0
21031A0212,6.91,23.0
21031A0213,6.83,23.0
21031A0214,6.96,23.0
21031A0215,6.91,23.0
21031A0216,7.0,23.0
21031A0217,6.17,23.0
21031A0218,6.57,23.0
21031A0219,7.26,23.0
21031A0220,0.0,20.0
21031A0221,6.87,23.0
21031A0222,7.52,23.0
21031A0223,7.17,23.0
21031A0224,8.57,23.0
21031A0225,0.0,20.0
21031A0226,6.22,23.0
21031A0227,6.91,23.0
21031A0229,7.83,23.0
21031A0230,6.57,23.0
21031A0232,6.65,23.0
21031A0233,6.87,23.0
21031A0234,8.22,23.0
21031A0236,7.26,23.0
21031A0237,7.52,23.0
21031A0238,7.83,23.0
21031A0239,7.71,24.0
21031A0302,0.0,20.0
21031A0303,7.65,23.0
21031A0304,8.57,23.0
21031A0305,7.3,23.0
21031A0306,7.26,23.0
21031A0307,7.65,23.0
21031A0308,7.91,23.0
21031A0309,7.65,23.0
21031A0310,7.91,23.0
21031A0311,8.04,23.0
21031A0313,7.91,23.0
21031A0314,7.52,23.0
21031A0315,7.39,23.0
21031A0316,7.26,23.0
21031A0317,7.65,23.0
21031A0318,7.83,23.0
21031A0319,7.17,23.0
21031A0320,6.61,23.0
21031A0321,7.39,23.0
