ID,SGPA_5,Credits_5
21031A0101,0.0,15.5
21031A0102,7.26,21.5
21031A0103,7.33,21.5
21031A0104,9.16,21.5
21031A0105,5.84,21.5
21031A0106,7.47,21.5
21031A0107,7.16,21.5
21031A0108,6.37,21.5
21031A0109,6.86,21.5
21031A0110,6.51,21.5
21031A0111,7.44,21.5
21031A0112,6.86,21.5
21031A0113,7.09,21.5
21031A0114,7.74,21.5
21031A0115,7.09,21.5
21031A0116,0.0,15.5
21031A0117,7.09,21.5
21031A0118,7.6,21.5
21031A0119,0.0,15.5
21031A0120,0.0,18.5
21031A0121,8.6,21.5
21031A0122,8.02,21.5
21031A0123,7.95,21.5
21031A0124,8.16,21.5
21031A0126,7.4,21.5
21031A0127,7.26,21.5
21031A0128,0.0,6.5
21031A0129,6.91,21.5
21031A0130,8.58,21.5
21031A0131,6.6,21.5
21031A0132,6.77,21.5
21031A0133,6.7,21.5
21031A0134,6.6,21.5
21031A0135,7.09,21.5
21031A0136,6.4,21.5
21031A0137,7.6,21.5
21031A0138,7.67,21.5
21031A0139,7.05,21.5
21031A0201,0.0,6.5
21031A0202,6.95,21.5
21031A0203,6.51,21.5
21031A0204,7.0,21.5
21031A0205,7.72,21.5
21031A0206,7.14,21.5
21031A0207,7.44,21.5
21031A0208,7.56,21.5
21031A0209,6.44,21.5
21031A0210,6.02,21.5
21031A0211,7.63,21.5
21031A0212,7.23,21.5
21031A0213,6.86,21.5
21031A0214,6.65,21.5
21031A0215,7.37,21.5
21031A0216,6.53,21.5
21031A0217,0.0,9.5
21031A0218,6.86,21.5
21031A0219,7.21,21.5
21031A0220,0.0,18.5
21031A0221,6.49,21.5
21031A0222,7.4,21.5
21031A0223,6.79,21.5
21031A0224,8.35,21.5
21031A0225,6.07,21.5
21031A0226,7.07,21.5
21031A0227,6.67,21.5
21031A0229,7.49,21.5
21031A0230,7.35,21.5
21031A0232,7.44,21.5
21031A0233,6.51,21.5
21031A0234,7.49,21.5
21031A0236,6.63,21.5
21031A0237,7.21,21.5
21031A0238,7.35,21.5
21031A0239,8.4,21.5
21031A0302,0.0,18.5
21031A0303,7.81,21.5
21031A0304,7.19,21.5
21031A0305,6.91,21.5
21031A0306,6.74,21.5
21031A0307,7.63,21.5
21031A0308,7.63,21.5
21031A0309,7.0,21.5
21031A0310,7.98,21.5
21031A0311,7.72,21.5
21031A0313,7.07,21.5
21031A0314,6.3,21.5
21031A0315,7.02,21.5
21031A0316,6.95,21.5
21031A0317,6.6,21.5
21031A0318,7.0,21.5
21031A0319,6.98,21.5
21031A0320,0.0,18.5
21031A0321,0.0,18.5
21031A0322,7.02,21.5
21031A0323,9.09,21.5
21031A0324,6.88,21.5
21031A0325,6.74,21.5
21031A0326,7.02,21.5
21031A0327,7.77,21.5
21031A0328,6.81,21.5
21031A0329,7.67,21.5
21031A0330,6.84,21.5
21031A0401,6.05,21.5
21031A0402,7.0,21.5
21031A0403,7.81,21.5
21031A0404,7.77,21.5
21031A0405,6.7,21.5
21031A0406,7.09,21.5
21031A0407,8.16,21.5
21031A0408,6.98,21.5
21031A0409,7.53,21.5
21031A0410,8.12,21.5
21031A0411,7.14,21.5
21031A0412,7.35,21.5
21031A0413,6.7,21.5
21031A0414,7.4,21.5
21031A0416,7.98,21.5
21031A0417,8.19,21.5
21031A0418,6.63,21.5
21031A0419,6.53,21.5
21031A0420,7.33,21.5
21031A0421,7.42,21.5
21031A0422,7.33,21.5
21031A0423,8.4,21.5
21031A0424,6.7,21.5
21031A0425,6.56,21.5
21031A0426,7.4,21.5
21031A0427,8.44,21.5
21031A0428,6.49,21.5
21031A0429,7.47,21.5
21031A0430,7.53,21.5
21031A0431,6.28,21.5
21031A0433,6.35,21.5
21031A0434,6.84,21.5
21031A0435,8.65,21.5
21031A0436,8.74,21.5
21031A0437,8.53,21.5
21031A0438,7.09,21.5
21031A0439,7.16,21.5
21031A0440,6.74,21.5
21031A0441,8.4,21.5
21031A0442,7.02,21.5
21031A0443,6.98,21.5
21031A0444,7.53,21.5
21031A0445,7.88,21.5
21031A0446,7.67,21.5
21031A0447,8.44,21.5
21031A0448,7.33,21.5
21031A0449,7.49,21.5
21031A0450,6.98,21.5
21031A0451,7.42,21.5
21031A0452,6.42,21.5
21031A0453,7.44,21.5
21031A0454,8.21,21.5
21031A0455,7.53,21.5
21031A0456,7.81,21.5
21031A0457,6.42,21.5
21031A0458,0.0,18.5
21031A0459,8.02,21.5
21031A0460,6.77,21.5
21031A0461,7.02,21.5
21031A0501,7.28,21.5
21031A0502,8.53,21.5
21031A0503,8.26,21.5
21031A0504,6.21,21.5
21031A0505,7.28,21.5
21031A0506,7.88,21.5
21031A0507,8.67,21.5
21031A0508,8.02,21.5
21031A0509,7.72,21.5
21031A0510,0.0,18.5
21031A0511,7.72,21.5
21031A0512,7.65,21.5
21031A0513,8.16,21.5
21031A0514,7.81,21.5
21031A0515,8.33,21.5
21031A0516,8.33,21.5
21031A0517,7.93,21.5
21031A0518,7.98,21.5
21031A0519,8.0,21.5
21031A0520,7.07,21.5
21031A0521,7.35,21.5
21031A0522,8.53,21.5
21031A0523,8.81,21.5
21031A0524,6.44,21.5
21031A0525,0.0,12.5
21031A0526,7.19,21.5
21031A0527,5.79,21.5
21031A0528,6.65,21.5
21031A0529,8.05,21.5
21031A0530,6.7,21.5
21031A0531,8.3,21.5
21031A0532,8.37,21.5
21031A0533,7.95,21.5
21031A0534,9.16,21.5
21031A0535,8.3,21.5
21031A0536,7.91,21.5
21031A0537,8.74,21.5
21031A0538,7.14,21.5
21031A0539,6.51,21.5
21031A0540,7.91,21.5
21031A0541,8.67,21.5
21031A0542,0.0,9.5
21031A0543,7.7,21.5
21031A0544,8.67,21.5
21031A0545,6.56,21.5
21031A0546,7.7,21.5
21031A0547,7.63,21.5
21031A0548,8.53,21.5
21031A0549,7.56,21.5
21031A0550,6.3,21.5
21031A0551,9.16,21.5
21031A0552,8.88,21.5
21031A0553,7.0,21.5
21031A0554,7.88,21.5
21031A0555,6.56,21.5
21031A0556,6.63,21.5
21031A0557,7.84,21.5
21031A0558,7.7,21.5
21031A0559,6.86,21.5
21031A0560,6.35,21.5
21031A0561,8.12,21.5
21031A0562,0.0,15.5
22035A0101,8.05,21.5
22035A0102,7.81,21.5
22035A0103,8.23,21.5
22035A0104,7.16,21.5
22035A0105,7.02,21.5
22035A0106,9.02,21.5
22035A0107,8.37,21.5
22035A0108,8.12,21.5
22035A0109,7.56,21.5
22035A0110,6.98,21.5
22035A0111,7.95,21.5
22035A0112,7.37,21.5
22035A0113,7.88,21.5
22035A0114,6.98,21.5
22035A0115,8.4,21.5
22035A0116,8.58,21.5
22035A0117,8.53,21.5
22035A0118,7.02,21.5
22035A0119,7.58,21.5
22035A0120,7.4,21.5
22035A0121,8.53,21.5
22035A0122,7.53,21.5
22035A0123,8.37,21.5
22035A0124,7.98,21.5
22035A0125,8.67,21.5
22035A0126,7.51,21.5
22035A0127,7.84,21.5
22035A0128,7.84,21.5
22035A0129,8.12,21.5
22035A0130,8.53,21.5
22035A0201,7.63,21.5
22035A0202,7.37,21.5
22035A0203,6.44,21.5
22035A0204,7.07,21.5
22035A0205,7.79,21.5
22035A0206,7.16,21.5
22035A0207,7.14,21.5
22035A0208,7.95,21.5
22035A0209,6.53,21.5
22035A0210,7.79,21.5
22035A0211,8.14,21.5
22035A0212,6.65,21.5
22035A0213,6.86,21.5
22035A0214,6.3,21.5
22035A0215,7.81,21.5
22035A0216,8.07,21.5
22035A0217,8.07,21.5
22035A0218,7.23,21.5
22035A0219,7.07,21.5
22035A0220,8.23,21.5
22035A0221,7.72,21.5
22035A0222,6.16,21.5
22035A0223,7.0,21.5
22035A0224,7.51,21.5
22035A0226,7.28,21.5
22035A0227,7.91,21.5
22035A0301,6.65,21.5
22035A0302,7.72,21.5
22035A0303,7.86,21.5
22035A0304,8.23,21.5
22035A0305,7.44,21.5
22035A0306,8.86,21.5
22035A0307,7.81,21.5
22035A0308,9.07,21.5
22035A0309,8.12,21.5
22035A0310,8.07,21.5
22035A0311,7.6,21.5
22035A0312,7.28,21.5
22035A0313,7.51,21.5
22035A0314,8.09,21.5
22035A0315,7.0,21.5
22035A0316,8.86,21.5
22035A0317,7.72,21.5
22035A0318,8.7,21.5
22035A0319,8.14,21.5
22035A0320,8.65,21.5
22035A0321,7.65,21.5
22035A0322,8.37,21.5
22035A0323,7.02,21.5
22035A0324,8.3,21.5
22035A0325,8.0,21.5
22035A0326,8.07,21.5
22035A0327,7.0,21.5
22035A0328,8.3,21.5
22035A0329,8.42,21.5
22035A0330,7.58,21.5
22035A0331,8.23,21.5
22035A0401,8.23,21.5
22035A0402,8.74,21.5
22035A0403,8.16,21.5
22035A0404,8.58,21.5
22035A0405,7.67,21.5
22035A0406,7.81,21.5
22035A0407,7.88,21.5
22035A0408,8.19,21.5
22035A0409,8.33,21.5
22035A0501,7.42,21.5
22035A0502,8.12,21.5
22035A0503,7.91,21.5
22035A0504,6.72,21.5
22035A0506,8.6,21.5
22035A0507,6.56,21.5
22035A0508,7.28,21.5
22035A0509,6.0,21.5
22035A0510,7.49,21.5
