ID,Subject Code,Subject Name,Grade,Credits
21031A0101,R203205N,COMPUTATIONAL THINKING,AB,0
21031A0104,R203205N,COMPUTATIONAL THINKING,D,3
21031A0239,R203205N,COMPUTATIONAL THINKING,D,3
21031A0323,R203203L,ELECTRIC & HYBRID VEHICLES,A,3
21031A0502,R203205O,MINING MASSIVE DATA SETS,A,3
21031A0503,R203205O,MINING MASSIVE DATA SETS,B,3
21031A0507,R203205O,MINING MASSIVE DATA SETS,B,3
21031A0516,R203205O,MINING MASSIVE DATA SETS,B,3
21031A0518,R203204U,PRINCIPLES OF COMMUNICATION,C,3
21031A0522,R203205O,MINING MASSIVE DATA SETS,B,3
21031A0523,R203205O,MINING MASSIVE DATA SETS,B,3
21031A0531,R203204U,PRINCIPLES OF COMMUNICATION,D,3
21031A0532,R203205O,MINING MASSIVE DATA SETS,B,3
21031A0533,R203205O,MINING MASSIVE DATA SETS,C,3
21031A0534,R203205O,MINING MASSIVE DATA SETS,A,3
21031A0535,R203205Y,INFORMATION SECURITY ANALYSIS AND AUDIT,D,3
21031A0541,R203205O,MINING MASSIVE DATA SETS,B,3
21031A0544,R203205O,MINING MASSIVE DATA SETS,A,3
21031A0546,R203205P,NATURAL LANGUAGE PROCESSING,C,3
21031A0552,R203205O,MINING MASSIVE DATA SETS,A,3
21031A0554,R203205O,MINING MASSIVE DATA SETS,C,3
21031A0561,R203205Y,INFORMATION SECURITY ANALYSIS AND AUDIT,D,3
22035A0101,R203205N,COMPUTATIONAL THINKING,D,3
22035A0102,R203201L,EARTHQUAKE RESISTANT DESIGN,C,3
22035A0106,R203201L,EARTHQUAKE RESISTANT DESIGN,B,3
22035A0116,R203201L,EARTHQUAKE RESISTANT DESIGN,C,3
22035A0117,R203201L,EARTHQUAKE RESISTANT DESIGN,B,3
22035A0121,R203201L,EARTHQUAKE RESISTANT DESIGN,B,3
22035A0125,R203201L,EARTHQUAKE RESISTANT DESIGN,C,3
22035A0128,R203201L,EARTHQUAKE RESISTANT DESIGN,C,3
22035A0129,R203201L,EARTHQUAKE RESISTANT DESIGN,C,3
22035A0130,R203201L,EARTHQUAKE RESISTANT DESIGN,B,3
22035A0215,R203205N,COMPUTATIONAL THINKING,C,3
22035A0221,R203205N,COMPUTATIONAL THINKING,E,3
22035A0303,R203203L,ELECTRIC & HYBRID VEHICLES,C,3
22035A0307,R203203L,ELECTRIC & HYBRID VEHICLES,B,3
22035A0314,R203203L,ELECTRIC & HYBRID VEHICLES,B,3
22035A0316,R203203L,ELECTRIC & HYBRID VEHICLES,C,3
22035A0321,R203203L,ELECTRIC & HYBRID VEHICLES,E,3
22035A0322,R203203L,ELECTRIC & HYBRID VEHICLES,B,3
22035A0402,R203205N,COMPUTATIONAL THINKING,C,3
22035A0408,R203205N,COMPUTATIONAL THINKING,C,3
